path,folder,label,region,filename,extension,file_bytes,width,height,aspect_ratio,pixels,sha256,pixel_sha256,mean_r,mean_g,mean_b,label_encoded,region_encoded,region_Amravati,region_Nagpur,region_Pune,region_Unknown
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0064.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG-20191027-WA0064.jpg,.jpg,11276,300,300,1.0,90000,2723b27145d041f5f2cc02705dab9937f18666717a20562a5477e44fee64e564,261c8ff6e75d0f8c130b4bf71c0066388e81573beb1c8c9983d6ec9ea5357e8b,197.9188333333333,210.6836333333333,180.11978888888888,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121303.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_121303.jpg,.jpg,18713,300,300,1.0,90000,b0bd1febf710ab4b0928d3e21065b1ba828ef0a3b28780ae7614dadb720f0e7b,56ea3664d5fae79ee075af90435cbec2da9b16f34f2b559d6a32d7e0f9cff621,118.6161,110.47595555555556,92.15042222222222,0,1,False,True,False,False
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171648.jpg,Pune_Region_Basil_Plant_Healthy,Healthy,Pune,IMG_20190908_171648.jpg,.jpg,27113,300,300,1.0,90000,c81a186e42d693d544be25534e9e5718d6bded4c7dfb4188088c68ffbfe9a3ad,15d1e35a9457b835e1cf22b0756ecc1ef1e35f0ab809afbe3fd6ffbafdbad9f7,147.54538888888888,147.9688888888889,124.99743333333332,0,2,False,False,True,False
Pune_Region_Basil_Plant_Healthy/IMG_20190908_172941.jpg,Pune_Region_Basil_Plant_Healthy,Healthy,Pune,IMG_20190908_172941.jpg,.jpg,17260,300,300,1.0,90000,d437a3074ba803304bad42ab7e2408bc71e8db33375e7fa2d15022f4411f5057,f635bf77edd926b8ae791995055ec3bd0eaad29afba9a1f4bba38a73704e2556,145.67126666666667,138.02425555555556,124.29301111111111,0,2,False,False,True,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121549.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_121549.jpg,.jpg,16227,300,300,1.0,90000,1ed60ece8247086687115fc8c81abd7e8c788dd2867bbc93c69377c39643a2d0,528ddd3679529dd772cd5f378b7c594975e5c5a8b83c9169386f062b83a7c9f2,114.88293333333333,126.6173111111111,93.14157777777778,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104653.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_104653.jpg,.jpg,22134,300,300,1.0,90000,a6fd0004f757849f6016a59f53eff43c3ee4dce8db217c08d46deadb45ef3e62,4655f29807f49441ee2cec562489397558b46271c44c6249420ffbc932b8273d,149.89644444444446,151.85295555555555,144.49252222222222,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121735.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_121735.jpg,.jpg,19061,300,300,1.0,90000,d9d4ea11bbe97dcf8e6dcdf6e87c053bbc24fd7aa0bdadad6071530722981971,c7d5853f4405494bf915e4d609980d7d034ba66ba2c306a45febc0ce6fbe52e1,142.20415555555556,156.52062222222222,115.52315555555556,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104748.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_104748.jpg,.jpg,16223,300,300,1.0,90000,b9218824031f955a2b870acfa06ae55318a1db96f628a7ff95aabab4eedbf188,37a2f7463e06ffaeec0c577ea8402ecf2a010680d0ee7054f38f208204eef770,166.65571111111112,165.44163333333333,152.24343333333334,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182045.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_182045.jpg,.jpg,15050,300,300,1.0,90000,90fb8a11caa5f5b6f9c00373891a27aa016276a1719816e681cc3de9511f1d77,e6f4fa0cd570ec1efd4a4b1cc06664aa6b9185dd7668ab670477dd6d59e55cd1,142.9133111111111,137.8272,128.27763333333334,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20190923_181612.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190923_181612.jpg,.jpg,17606,300,300,1.0,90000,e736de440fff940373d09728a0f2de8180dee15f88f3abaaa7ac3a93d4075ff8,3277767e631bd45e19174e3e72180f9c158794f4041011b15c8d059b212a2527,136.9385111111111,139.9940333333333,128.82664444444444,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121454.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_121454.jpg,.jpg,16492,300,300,1.0,90000,9e5ab2973e1ae667401a8f6c70b9a2594239753230b4a5e0388b9a2fa0cd694d,dfb0f2b93f65f8fd83bb9064b239615b9d3cd02e3bbc88f1ac2bc06a000b090a,108.48802222222224,121.77255555555556,86.25437777777778,0,1,False,True,False,False
Pune_Region_Basil_Plant_Healthy/IMG_20190908_172032.jpg,Pune_Region_Basil_Plant_Healthy,Healthy,Pune,IMG_20190908_172032.jpg,.jpg,23462,300,300,1.0,90000,8981d2c0740230c2f52ea347bdc98044464893dcb1eced3ef90b98a06ee5ec28,c019c3f522d1154c161f4905264cd907e76d0b39925e6f628178c02c5f6c3060,141.9327888888889,134.21391111111112,124.27131111111112,0,2,False,False,True,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104808.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_104808.jpg,.jpg,16912,300,300,1.0,90000,606d06bc2dd5350c65e3382bacb993cb28adf1581199477549b31055fd9c0ba2,78c2783943ae3067687b9cd7669ee982712e5720a32a41d8560c68d0e232c9a8,167.9772,173.2342,145.7985,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182215.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_182215.jpg,.jpg,14229,300,300,1.0,90000,4e6231a51422115cecd101c64a31c9a59e196b8fce068a4074142599cce41c34,99d79d697ff163dbcecb233255667567c0daf4a992d2c0446bf1e26467e91865,126.37858888888888,138.91767777777778,94.43317777777776,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104616.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_104616.jpg,.jpg,18290,300,300,1.0,90000,4aa22a4e5c69b0f29d7516fe7cf7a1ace719389048d93366d7cc59f4946c38e0,42ef8f7edb690e1c6d3ef9bc952d9a0c452780929684c1935d544e91a05a65c1,174.60846666666666,176.4977888888889,161.54856666666666,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121522.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_121522.jpg,.jpg,16941,300,300,1.0,90000,c38332b9179c74bd90d734b202887d2b2d014d718c1860e8a8efd77860ae7619,23b415196d11dccd4ccc9774b2c39c2f6cff158b9c6ef723758b8e33e7742033,110.00886666666666,120.45312222222222,89.28722222222223,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165103.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191022_165103.jpg,.jpg,20326,300,300,1.0,90000,a3aaf1033f12a367f346fdac4826545211953781a36f5f6faa7d97aea843842c,33a10e2da279f3cce17bb4dd1c5417430d689b9ed4530bc820ca8178d9de96ef,126.79781111111112,125.00668888888887,97.04416666666668,0,1,False,True,False,False
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171611.jpg,Pune_Region_Basil_Plant_Healthy,Healthy,Pune,IMG_20190908_171611.jpg,.jpg,22579,300,300,1.0,90000,aaced8c1e6b2008c2bab5aa7f208ce83438a68bc9f4c233b003428f25de42936,75fa3a7a89d7c0eefa0a56128e09621019d712b4a03307b03e75463a576b90d2,150.4774,169.87663333333333,121.53426666666668,0,2,False,False,True,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121614.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_121614.jpg,.jpg,13968,300,300,1.0,90000,0eb0ce7588541d99bc41c0f106b2d3f245aad5cc64abcc0065f58ca84d1b20af,2522a816a0444e94ab65fc3b1370fb2c3eb5653dad046dc96857b71e5ea20a1a,110.13491111111112,129.24063333333334,85.13707777777778,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG-20191027-WA0056.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG-20191027-WA0056.jpg,.jpg,10238,300,300,1.0,90000,9a3a6c1cae2ef98d317c54482403f1ae016adfc3b202416ed5c1df445a1c6059,b0750c30dc9aba93cf5ef021139c9be4d56200ae64cdc9264765affa02a6cb5c,204.15566666666663,211.61062222222225,184.75143333333327,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104628.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_104628.jpg,.jpg,16992,300,300,1.0,90000,0d0a982a28f11c24d46d29c32c72ea8a9ccfd8cec3a30509b8b591c895bad6d7,45a271aeef5dfe7ba923bb2b892098be7711f8ff561af8f04fe9b875bab0677c,148.75627777777777,154.10113333333334,144.09055555555557,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182100.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_182100.jpg,.jpg,14914,300,300,1.0,90000,b0d730013ca292d2d8e2cf1bbaa0683b52e50fed8e5f5d4a01d0f9fda1cfeccb,22930819cb50e8bc9ecc92e2743a6c6d8f944e74bea23a1941bbbf367a630ce1,129.3078111111111,125.8756,117.12103333333332,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121401.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_121401.jpg,.jpg,23407,300,300,1.0,90000,4e672507e0e59926db377a0d7a04f2732c208573c73381cf3ff43bfeafaff327,3c0f74acf4b1873bcf1a3df3b8e1c84329ad91d69f9ee6a19f489c261c7f89d6,124.5235888888889,121.42627777777778,98.92573333333333,0,1,False,True,False,False
Pune_Region_Basil_Plant_Healthy/IMG_20190905_074644.jpg,Pune_Region_Basil_Plant_Healthy,Healthy,Pune,IMG_20190905_074644.jpg,.jpg,18290,300,300,1.0,90000,ca1ab533775a8a2e747c2292bff65431c7efc7579e9744e8c0217cc2309c5e94,0e336960eeaa3d635f60989ef33ea332612415bbe5fe24d03da26793fa42afcd,134.0638111111111,135.748,130.62385555555556,0,2,False,False,True,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181225.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_181225.jpg,.jpg,18949,300,300,1.0,90000,13922803addd6b79ab8ed815ee8d91e22c0d0a9bb8cd043cb466c35bc20ff453,b4052da489aebbf760e10e91e21af4fe1d9e9fd1b81668b1b65bd39e66f1934e,129.8841888888889,134.8239111111111,108.62427777777778,0,1,False,True,False,False
Pune_Region_Basil_Plant_Healthy/IMG_20190908_172327.jpg,Pune_Region_Basil_Plant_Healthy,Healthy,Pune,IMG_20190908_172327.jpg,.jpg,17978,300,300,1.0,90000,7228abdeb41b27309e9b5c173ecf637c8b98046d89c1d0963e9b415e12f8d57b,d6354990e055ea29ae421ed129a2ca18ee4d1ef46826a3ea81a7b0e4d27ab31d,121.13405555555556,122.42708888888887,94.85821111111112,0,2,False,False,True,False
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-09-11 at 17.40.20.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,WhatsApp Image 2019-09-11 at 17.40.20.jpg,.jpg,21399,300,300,1.0,90000,3a4f4a16f44e1424c6a3fd679f2f1eab7dba07eaee4684819b4d033d03e8c75d,8ff90c0e09b1569f1df47ee1617222cd241301fccf42a2ebdd6316e7cfa51850,152.12904444444445,154.40454444444444,144.1635,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182142.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_182142.jpg,.jpg,16643,300,300,1.0,90000,ba13c5137dbb54a80fe5fefd241b951e8f6ea6ce9fd39ad83152bc4d92e7baa9,3ba372761bf0d0cba4d76f6cb433479f01c20bb81154875c3432073a4b778581,131.14257777777777,129.13858888888888,96.80637777777778,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121612.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_121612.jpg,.jpg,16886,300,300,1.0,90000,47379d88e1696eeaf72a13251e1bbb94b5b20fb04fb21c620ffdff43a260af3f,651f592dcb56d246f1ab2a9295341822ed98bd47c2371be2d37f679a099199f0,122.31907777777778,127.14094444444444,93.6451,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165135.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191022_165135.jpg,.jpg,13201,300,300,1.0,90000,d0f0155133a24e864f00876333fbf3098fef4b757fb368c57040ec194b72f26c,0a341999b21a5373e9e2d26a03deb096997c841734d1a9e140bdbf13a09a6b45,113.8003,127.51364444444444,87.0038,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/WhatsApp Image 2019-11-04 at 9.55.08 AM.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,WhatsApp Image 2019-11-04 at 9.55.08 AM.jpg,.jpg,13004,300,300,1.0,90000,f59bf4f7b18837463d76717f47814dbeb4890934d6baa507110b57758572b923,7bc868641eb19fc2d192f03e5e3766f6080628491aa884c38de470aaf1837413,190.7966111111111,198.10484444444444,174.76575555555556,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104652.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_104652.jpg,.jpg,22103,300,300,1.0,90000,98e4fe5fb9c59603a3e6f400fd2a04b3987c931bb7c37fde88c4a8c0c9d27c64,1da625f28bc22f8aefe34157fdb114d301e1b7c58b3bd75c1125e2bdd5de35c6,149.9157,152.00776666666667,145.01836666666668,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165357.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191022_165357.jpg,.jpg,16901,300,300,1.0,90000,ae8335c1eb483bde47072862d301db1746bb3477323847437dffe6df5f6490da,789ea40b691236ebf907930bd54e30f7b8bcefca637b766be5221022717ebfd3,130.5788777777778,118.99198888888888,93.39711111111112,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121430.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_121430.jpg,.jpg,18911,300,300,1.0,90000,c7bd575b3c23c24c48015cddee9ceca2fa246aefcf3f2266d3d8fe1648b31083,62078747450123759a776d544da5aac99a8ba69e6cef359f92e7bfced4acd47a,118.44673333333331,119.92922222222222,90.5467,0,1,False,True,False,False
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171742.jpg,Pune_Region_Basil_Plant_Healthy,Healthy,Pune,IMG_20190908_171742.jpg,.jpg,22893,300,300,1.0,90000,b26c2ad0b06816a4cf0582e1fc985bb53562df39d79990e87dd37fee09169ad9,1084b11a47eb4971113851b92e78bd402fb745f764849eee83037da6ac5b4aa2,152.0599777777778,159.78255555555555,122.71772222222222,0,2,False,False,True,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182128.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_182128.jpg,.jpg,13697,300,300,1.0,90000,a2bbb23d557e79a51ae29f630d0bef779ff7c5bc594367f700ca206a5fa95592,ccf8c089fe05a85ba780bd148745e770dadf0a422b2f840ca7003c77151247c8,157.79647777777777,153.60076666666666,135.7620777777778,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104547.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_104547.jpg,.jpg,22715,300,300,1.0,90000,9871b053cc70268e232bb3f9b6cf29985964b77907970891e8076dae13de0ddd,7bfd77ada3793acb6acce3795a9ad02d2f438b61c9ebf17390b099d0fc9e720b,161.42703333333333,163.82443333333333,148.61843333333334,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181804.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_181804.jpg,.jpg,17898,300,300,1.0,90000,fbc8dfef8b451c4632d466bade5cf6020c819f31cbf98feb150a70169b8b12bf,cd6116494a5e44c06818c49d2005f2ef9a72687cab382112d81baa967d73436f,128.03267777777776,125.00658888888888,109.26066666666668,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104721.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_104721.jpg,.jpg,19620,300,300,1.0,90000,c05cb2fc8eab24f0a42226b4b36fa1d9be1ef3fa7dd50745319712d311af9f49,2811c6d489cc4b095104acff19a5093a621da20eef7c5e788af1f4d8ae0eb6a7,158.5471777777778,158.6139777777778,134.8849,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121436.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_121436.jpg,.jpg,20217,300,300,1.0,90000,f7a7c79aaa4f68f1bfdc90e5de943c27f1237b027e475ee3acd7aacd9a8853e6,07d4c59ea353fc1e6ce5bfdb2f9d5318c9ac3df9c0d834f0a0f11f84a5da3476,128.82776666666666,135.26316666666668,95.784,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104736.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_104736.jpg,.jpg,19004,300,300,1.0,90000,257b5fede59527e0c4f864decdb646756ae154a52055a5fe777f89e1b49820d5,a8064d287d7430728e5260fad6db6705d233c8991b6fc02800888af9ab983ec3,161.42466666666667,158.45237777777777,139.07594444444445,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104836_1.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_104836_1.jpg,.jpg,16499,300,300,1.0,90000,a2f43ccfcf3f5f6460aafe1f73b070f8a2f5d6b7a88da70aa78de2c59f7c3ae9,03553a6d78e62116427e87ad72e7fff733ba58795819d024ff8f2113dd51ca20,156.32982222222222,159.05673333333334,135.71737777777778,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181213.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_181213.jpg,.jpg,16081,300,300,1.0,90000,c0cc0d058073cc8e8f5f31aee6b26bcd380961f905cc17c6a565d749b1edbb6e,808aee3722020b11efc667d69675a44dd7f7e066c58bb5e1b631d1df98af2dd1,122.58732222222224,126.54311111111112,101.23467777777778,0,1,False,True,False,False
Pune_Region_Basil_Plant_Healthy/IMG_20190908_171726.jpg,Pune_Region_Basil_Plant_Healthy,Healthy,Pune,IMG_20190908_171726.jpg,.jpg,24150,300,300,1.0,90000,57354aba7ce09c475b65494a74d1ac4d4c0bd5b3b030abf12500938a69a999ee,8c7e3a6112ed670237eaad92b1a76e51702ecbfd63ea01b6fbaa9e78867359ea,150.20756666666668,162.85222222222222,112.91826666666668,0,2,False,False,True,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191022_165418.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191022_165418.jpg,.jpg,16228,300,300,1.0,90000,9acbb82b5b884a67b64abe1cfcbe35268d057690dd7b3135d1cf8aa00b25f9df,d4c65a4d4c754fe67171c330b5cc9c0207cccff322d9dbbfe2d6296ce37b3af2,117.95194444444444,106.28367777777778,90.16883333333334,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_181104.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_181104.jpg,.jpg,16711,300,300,1.0,90000,4b4221a25a689fdd6b5b41174233ea4baeea05f0e1e01c0a939ff8c7fdfd6c16,c579583e1527caf1544f4c4d34f185cedf71abafad43d30fe4259deed87b1d56,170.5554,171.51956666666666,160.03902222222223,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121731.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_121731.jpg,.jpg,16008,300,300,1.0,90000,94b1afc4229b7777f337c9cf412b4c6c997cb7888e5cb7a01fbecdb148d9cc3b,7083b845549eb7c74e0cb27f3c929f92478456021d4efabb4700fd329933621d,104.94522222222224,115.20107777777778,91.13458888888889,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_104410.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_104410.jpg,.jpg,17189,300,300,1.0,90000,d50588d3830b6c2c9785a9a0347d5366aad5e3df47cfd6c4832ec80c89fd1a24,b195e76065ca9be340943a07ef0470429db3be680664bdec893b523c70fff217,174.53725555555556,171.91933333333333,163.44533333333334,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121341.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20191104_121341.jpg,.jpg,23233,300,300,1.0,90000,f956000a77717045f493668c46cb9c3acd1d5116c94a9cbb8be10331e75f870b,2d285b157ff5b17c62ba22acf5771a27f8c810b891759111485749e424fe1090,142.90841111111112,138.42783333333333,115.93938888888889,0,1,False,True,False,False
Nagpur_Region_Basil_Plant_Healthy/IMG_20190920_182130.jpg,Nagpur_Region_Basil_Plant_Healthy,Healthy,Nagpur,IMG_20190920_182130.jpg,.jpg,12337,300,300,1.0,90000,f4fb19f2c361c4abec8c82b7cc3f3b1c8c483087a585b95e7093555696cb8a8f,ce2426c5e3813e1155d7bf38823cf67a9b7df9c14e1a3c10698a783576298d6c,160.6237111111111,156.39142222222222,139.7242222222222,0,1,False,True,False,False
Pune_Region_Basil_Plant_Healthy/IMG_20190908_173208.jpg,Pune_Region_Basil_Plant_Healthy,Healthy,Pune,IMG_20190908_173208.jpg,.jpg,18911,300,300,1.0,90000,3d7e4ce7bb6c0bb044c9fcaa0a1a8289e44d7d1318d864daac1bd1a3092b916d,6b1d35ee0aedc49280d1d49ac412bbb7417b4b55f3ec6075585fcd45a59ed5f2,150.0665,151.0147,117.0355,0,2,False,False,True,False
